"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Barrie, Ontario [35568]","2011S0503568","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52143720","47.22.2","1.36","","","","2"
"2017","Barrie, Ontario [35568]","2011S0503568","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52143720","47.22.2","3.13","","","","2"
"2018","Barrie, Ontario [35568]","2011S0503568","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52143720","47.22.2","9.68","","","","2"
"2019","Barrie, Ontario [35568]","2011S0503568","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52143720","47.22.2","3.54","","","","2"
"2020","Barrie, Ontario [35568]","2011S0503568","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v52143720","47.22.2","4.24","","","","2"
"2016","Barrie, Ontario [35568]","2011S0503568","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52143732","47.23.2","73.49","","","","2"
"2017","Barrie, Ontario [35568]","2011S0503568","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52143732","47.23.2","80.40","","","","2"
"2018","Barrie, Ontario [35568]","2011S0503568","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52143732","47.23.2","89.29","","","","2"
"2019","Barrie, Ontario [35568]","2011S0503568","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52143732","47.23.2","85.80","","","","2"
"2020","Barrie, Ontario [35568]","2011S0503568","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v52143732","47.23.2","81.24","","","","2"
"2016","Barrie, Ontario [35568]","2011S0503568","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52143744","47.24.2","288.07","","","","2"
"2017","Barrie, Ontario [35568]","2011S0503568","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52143744","47.24.2","305.07","","","","2"
"2018","Barrie, Ontario [35568]","2011S0503568","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52143744","47.24.2","297.35","","","","2"
"2019","Barrie, Ontario [35568]","2011S0503568","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52143744","47.24.2","316.43","","","","2"
"2020","Barrie, Ontario [35568]","2011S0503568","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v52143744","47.24.2","311.86","","","","2"
"2016","Greater Sudbury, Ontario [35580]","2011S0503580","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44404086","25.5.2","0.00","","","","2"
"2017","Greater Sudbury, Ontario [35580]","2011S0503580","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44404086","25.5.2","0.60","","","","2"
"2018","Greater Sudbury, Ontario [35580]","2011S0503580","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44404086","25.5.2","0.59","","","","2"
"2019","Greater Sudbury, Ontario [35580]","2011S0503580","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44404086","25.5.2","1.78","","","","2"
"2020","Greater Sudbury, Ontario [35580]","2011S0503580","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44404086","25.5.2","2.96","","","","2"
"2016","Greater Sudbury, Ontario [35580]","2011S0503580","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44365019","25.10.2","0.00","","","","2"
"2017","Greater Sudbury, Ontario [35580]","2011S0503580","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44365019","25.10.2","1.80","","","","2"
"2018","Greater Sudbury, Ontario [35580]","2011S0503580","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44365019","25.10.2","0.00","","","","2"
"2019","Greater Sudbury, Ontario [35580]","2011S0503580","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44365019","25.10.2","0.00","","","","2"
"2020","Greater Sudbury, Ontario [35580]","2011S0503580","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44365019","25.10.2","0.00","","","","2"
"2016","Greater Sudbury, Ontario [35580]","2011S0503580","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44328787","25.13.2","1.81","","","","2"
"2017","Greater Sudbury, Ontario [35580]","2011S0503580","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44328787","25.13.2","1.20","","","","2"
"2018","Greater Sudbury, Ontario [35580]","2011S0503580","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44328787","25.13.2","1.19","","","","2"
"2019","Greater Sudbury, Ontario [35580]","2011S0503580","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44328787","25.13.2","1.78","","","","2"
"2020","Greater Sudbury, Ontario [35580]","2011S0503580","Attempted murder [1210]","Rate per 100,000 population","Rate","257","units","0","v44328787","25.13.2","7.10","","","","2"
"2016","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44386391","25.14.2","0.00","","","","2"
"2017","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44386391","25.14.2","0.60","","","","2"
"2018","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44386391","25.14.2","0.00","","","","2"
"2019","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44386391","25.14.2","0.00","","","","2"
"2020","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 3, aggravated [1310]","Rate per 100,000 population","Rate","257","units","0","v44386391","25.14.2","0.00","","","","2"
"2016","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44388134","25.15.2","0.60","","","","2"
"2017","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44388134","25.15.2","1.80","","","","2"
"2018","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44388134","25.15.2","5.95","","","","2"
"2019","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44388134","25.15.2","2.97","","","","2"
"2020","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 2, weapon or bodily harm [1320]","Rate per 100,000 population","Rate","257","units","0","v44388134","25.15.2","5.33","","","","2"
"2016","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44335732","25.16.2","60.89","","","","2"
"2017","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44335732","25.16.2","75.77","","","","2"
"2018","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44335732","25.16.2","118.98","","","","2"
"2019","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44335732","25.16.2","138.21","","","","2"
"2020","Greater Sudbury, Ontario [35580]","2011S0503580","Sexual assault, level 1 [1330]","Rate per 100,000 population","Rate","257","units","0","v44335732","25.16.2","104.78","","","","2"
"2016","Greater Sudbury, Ontario [35580]","2011S0503580","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44342834","25.17.2","22.91","","","","2"
"2017","Greater Sudbury, Ontario [35580]","2011S0503580","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44342834","25.17.2","37.28","","","","2"
"2018","Greater Sudbury, Ontario [35580]","2011S0503580","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44342834","25.17.2","33.91","","","","2"
"2019","Greater Sudbury, Ontario [35580]","2011S0503580","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44342834","25.17.2","32.03","","","","2"
"2020","Greater Sudbury, Ontario [35580]","2011S0503580","Total sexual violations against children [130]","Rate per 100,000 population","Rate","257","units","0","v44342834","25.17.2","31.97","","","","2"
"2016","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44327273","25.22.2","10.85","","","","2"
"2017","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44327273","25.22.2","9.62","","","","2"
"2018","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44327273","25.22.2","10.11","","","","2"
"2019","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44327273","25.22.2","11.86","","","","2"
"2020","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 3, aggravated [1410]","Rate per 100,000 population","Rate","257","units","0","v44327273","25.22.2","17.17","","","","2"
"2016","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44356185","25.23.2","113.95","","","","2"
"2017","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44356185","25.23.2","134.09","","","","2"
"2018","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44356185","25.23.2","168.95","","","","2"
"2019","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44356185","25.23.2","166.09","","","","2"
"2020","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 2, weapon or bodily harm [1420]","Rate per 100,000 population","Rate","257","units","0","v44356185","25.23.2","216.66","","","","2"
"2016","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44414120","25.24.2","349.07","","","","2"
"2017","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44414120","25.24.2","347.56","","","","2"
"2018","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44414120","25.24.2","437.83","","","","2"
"2019","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44414120","25.24.2","448.44","","","","2"
"2020","Greater Sudbury, Ontario [35580]","2011S0503580","Assault, level 1 [1430]","Rate per 100,000 population","Rate","257","units","0","v44414120","25.24.2","469.43","","","","2"
"2016","Thunder Bay, Ontario [35595]","2011S0503595","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44340119","26.5.2","6.55","","","","2"
"2017","Thunder Bay, Ontario [35595]","2011S0503595","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44340119","26.5.2","5.69","","","","2"
"2018","Thunder Bay, Ontario [35595]","2011S0503595","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44340119","26.5.2","6.39","","","","2"
"2019","Thunder Bay, Ontario [35595]","2011S0503595","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44340119","26.5.2","5.57","","","","2"
"2020","Thunder Bay, Ontario [35595]","2011S0503595","Homicide [110]","Rate per 100,000 population","Rate","257","units","0","v44340119","26.5.2","6.35","","","","2"
"2016","Thunder Bay, Ontario [35595]","2011S0503595","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44363834","26.10.2","0.00","","","","2"
"2017","Thunder Bay, Ontario [35595]","2011S0503595","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44363834","26.10.2","0.00","","","","2"
"2018","Thunder Bay, Ontario [35595]","2011S0503595","Total other violations causing death [120]","Rate per 100,000 population","Rate","257","units","0","v44363834","26.10.2","1.60","","","","2"
